Date,Close,sentiment_score
2020-12-28,20.989999771118164,0.2896564516129033
2020-12-29,19.3799991607666,0.255023943661972
2020-12-30,19.260000228881836,0.517703191489361
2020-12-31,18.84000015258789,0.34445238095238107
2021-01-04,17.25,0.29093870967741947
2021-01-05,17.3700008392334,0.39993720930232574
2021-01-06,18.360000610351562,0.3662895833333335
2021-01-07,18.079999923706055,0.17694732824427484
2021-01-08,17.690000534057617,0.23234157303370795
2021-01-11,19.940000534057617,0.10696374999999987
2021-01-12,19.950000762939453,0.23342470588235273
2021-01-13,31.399999618530273,0.15774851485148514
2021-01-14,39.90999984741211,0.16993157894736838
2021-01-15,35.5,0.1638789473684211
2021-01-19,39.36000061035156,0.21059529411764702
2021-01-20,39.119998931884766,0.18114878048780483
2021-01-21,43.029998779296875,0.11009906103286397
2021-01-22,65.01000213623047,0.1196571428571429
2021-01-25,76.79000091552734,0.05117214765100664
2021-01-26,147.97999572753906,0.07182641284949429
2021-01-27,347.510009765625,0.03530869135104617
2021-01-28,193.60000610351562,0.029477211067517703
2021-01-29,325.0,0.06829893730074366
2021-02-01,225.0,0.050604940739682774
2021-02-02,90.0,0.10525394799054395
2021-02-03,92.41000366210938,0.024847317950254667
2021-02-04,53.5,0.0608756273925989
2021-02-05,63.77000045776367,0.058828207639568836
2021-02-08,60.0,0.06276867219917003
2021-02-09,50.310001373291016,0.0625002125398512
2021-02-10,51.20000076293945,0.07176740914419681
2021-02-11,51.099998474121094,0.041307779578606166
2021-02-12,52.400001525878906,-0.06921930261519293
2021-02-16,49.5099983215332,0.060030598669623084
2021-02-17,45.939998626708984,0.08499707317073175
2021-02-18,40.689998626708984,0.033453823152498854
2021-02-19,40.59000015258789,0.07867699805068233
2021-02-22,46.0,0.07883255269320841
2021-02-23,44.970001220703125,0.007129970326409494
2021-02-24,91.70999908447266,0.032826017624842635
2021-02-25,108.7300033569336,-0.05815747159918466
2021-02-26,101.73999786376953,0.13177542942494436
